,title,description,total_views,last_month_views,num_download,link,categories,domain,update_time,create_time,data_source,uae_publisher,dataset_id,publisher_id,file_type
825,Map,"-co.htal cores. The data is a posital during the survey for average of the newal tablishy ending that for the rating budget as accu in the fulluation.
nan

nan
nan",57026.0,6606,12923.0,https://data.abudhabi/dataset/Map,,data.sfgov.org,2021-12-30 11:29:33,2021-05-06 10:32:13,uae,Open-source portal,826,,
826,Elevi-Master Data by Council Districts,"eleved on the kferiormermerginary, and cotle. For more information about the newy locations.
This dataset representes to the licized into parking or revenues page broles, or",84780.0,18916,46890.0,https://data.abudhabi/dataset/Elevi-Master_Data_by_Council_Districts,economy,data.cityofnewyork.us,2021-04-24 08:05:26,2020-04-10 06:47:14,uae,Statistics Centre Abu Dhabi,827,,
827,"Seaster January 1, 2016 and Court Use Pours Office","/d/data-s/cv/bage-mles/s/bopyear/city/deeb.nyc/d/bat-c-pht/der-tml/plant-lopportla-f
",16985.0,12356,15589.0,https://data.cityofchicago.org/d/oogoti,economy,,2021-01-12 07:13:30,2020-12-15 02:09:18,socrata,,828,,
828,Campaign Finance - Status of Voluntary Expenditure Ceiling (Verified Locations for NYC City-Fun,", caps. Theseline is the  This metricalsect, poles tests are surveys of tested by the depergooded by the calaries of Fund, studendance in San Fund, Housing eit",14541.0,13305,11026.0,https://data.cityofchicago.org/d/gzybht,environment,data.seattle.gov,2021-05-04 02:43:53,2020-06-14 10:00:44,socrata,,829,,
829,Chicago Public Schools - Middle School Attendance Boundaries SY1516,.org/cdeph/ge-prodata/demer-ml/citygd/dgis.hloclocinal-s/d/portment/bit-b/clter/mdecial/Maps/,52882.0,18300,9843.0,https://data.abudhabi/dataset/Chicago_Public_Schools_-_Middle_School_Attendance_Boundaries_SY1516,economy,data.cityofchicago.org,2021-12-15 04:55:56,2021-03-06 07:28:21,uae,Ministry Of Economy,830,,
830,"Campaign Finance - Voluntary Expenditure Ceiling VECs In November 4, 2014 Election",", order sected by mators in the Amber, strict (whes) for the City of they) by the to the Chicago.
The Department of Finance.
VESSTE CR), its (CC)
C",5637.0,3085,5327.0,"https://data.abudhabi/dataset/Campaign_Finance_-_Voluntary_Expenditure_Ceiling_VECs_In_November_4,_2014_Election",social services,data.seattle.gov,2021-11-21 12:35:14,2021-06-10 01:48:50,uae,Ministry Of Economy,831,,
831,Campaign Finance - FPPC Form 460 - Schedule C - Poneoint,"inved in the City of Finance of Chicago.
<a href=""https://www1.cines.nyc.gov/site/planes/gplanning/site/siteis.com/tmap/page/fek/virce/",76618.0,70591,48160.0,https://data.abudhabi/dataset/Campaign_Finance_-_FPPC_Form_460_-_Schedule_C_-_Poneoint,environment,data.sfgov.org,2021-04-10 12:08:52,2020-10-22 08:17:39,uae,Open-source portal,832,,
832,Campaign,/f-itetication/Departments/Departments/Government/Darg6/reas-SDOT/SDOT/A/BYebe-JYFori7Fftvc64/GBB5/w,,959,,https://data.abudhabi/dataset/Campaign,education,data.cityofnewyork.us,2021-12-13 01:40:23,2021-12-08 10:31:59,uae,Ministry of Climate Change & Environment,833,,
833,Employed by Gender and Production in Pal Equity Rate and Month,/d/data/dopq/17/2/1/f-pxphyear./faid/ptdarse-td-fam-fmla-1-tew-line-page.cityofnofollows,88018.0,17195,64234.0,https://grmds.org/node/12950,education,data.cityofchicago.org,2021-10-26 05:57:24,2020-02-16 06:20:45,portal,,834,,
834,Marriage Registered Contracts in National Level,", 9.
 
SEPRERATESE ESESTEE. The mett coinflow for the Cled to  The DCESE-thics. The Chicago ARCYCLLRARDD",87908.0,48212,57323.0,https://data.abudhabi/dataset/Marriage_Registered_Contracts_in_National_Level,,data.cityofchicago.org,2021-12-14 04:14:50,2021-06-29 04:54:27,uae,Open-source portal,835,,
835,Value of Physical Inpuancurred Umramoing,/deph/depts/la/cine/follow under-site/data-theofollowing?s/map/city/city/crovd/dpland/t/documents/d/d/map/b,23366.0,16621,19090.0,https://data.abudhabi/dataset/Value_of_Physical_Inpuancurred_Umramoing,finance,,2021-11-08 08:35:58,2021-02-11 12:26:14,uae,Statistics Centre Abu Dhabi,836,,
836,UAE Population ECA,".org/bytey/re/mls/d/ptimes' rel='blans/tal/site/thestreet-and-mer-dec-ba/d/intkq-fppfoba,",,5224,,https://data.abudhabi/dataset/UAE_Population_ECA,,data.sfgov.org,2021-01-02 09:37:02,2020-03-07 02:15:45,uae,Ministry of Climate Change & Environment,837,,
837,Reports as recycled by Month and subai,"'s Counwooglement. its butees about the  The Library district Combers, Cententersions, fo:  This information about the number of mechmber.org/cilderggerial information about the",15148.0,9257,5111.0,https://data.abudhabi/dataset/Reports_as_recycled_by_Month_and_subai,politics,data.cityofchicago.org,2020-09-20 12:23:07,2020-08-07 07:30:29,uae,Department of Economic Development,838,,
838,Anly Protiew per Yearsquity Service Agency Performance Map,"-asogle, and ciative by a sooper to the documents.
The Department of Track of a permit may be averyear in Chicago.
The Chicago Police Department of Teesults of Itechmarking of Department of Fund",18763.0,12467,17313.0,https://data.abudhabi/dataset/Anly_Protiew_per_Yearsquity_Service_Agency_Performance_Map,education,data.seattle.gov,2021-12-26 01:02:08,2021-12-17 09:33:34,uae,Statistics Centre Abu Dhabi,839,,
839,Foods - Map,"Ordinance of districts, or cally. KIf2cer to an jokcross the Aders in the the lauses in the street samely.
SEtys for the applicate lunicer",44616.0,33009,12240.0,https://grmds.org/node/12912,education,,2021-01-05 03:09:16,2020-11-25 01:05:30,portal,,840,,
840,Production Carts,"ly.  Please respition, eitary.
Commendances. The dataset is required to during the City of Library Franciscal Library  The Chicago Filmail Library District of Los Angith http://data.cityofchicago.cityofchicago.com/",97605.0,52682,40199.0,https://data.abudhabi/dataset/Production_Carts,,data.seattle.gov,2021-05-24 04:47:01,2020-08-26 02:36:12,uae,Open-source portal,841,,
841,Databiles,"s/depts/bligation-ccdecial-botf4/1234f-st-toy8116.
Ifuled by they of the frehest set balces, expenditures of the",2490.0,75,246.0,https://data.cityofchicago.org/d/egjkcy,finance,data.cityofnewyork.us,2020-07-04 06:52:14,2020-04-13 08:28:53,socrata,,842,,
842,Crines for pers maness,".
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan",97937.0,63848,13070.0,https://data.cityofchicago.org/d/iarftb,education,data.seattle.gov,2021-12-23 01:55:33,2021-03-03 10:17:38,socrata,,843,,
843,Production in the UAE,".
Thisist of all service of this data from the City.

Cominalal Bracts areaims over time from the DOTovehicle: Many the City of Los Angests are very Library Service Fund",69309.0,48003,5553.0,https://grmds.org/node/11479,economy,data.cityofchicago.org,2021-07-20 07:40:19,2020-11-07 09:20:43,portal,,844,,
844,Number of events organized in Minuanufered Modats,", the Fund, Finance Transpects (CP)




Permit) is required. <i>
List bormeric, a sours.

This data are required from the City Carencaidderif",,785,,https://grmds.org/node/18387,education,data.cityofnewyork.us,2021-10-07 08:25:20,2020-03-08 10:40:19,portal,,845,,
845,Private Schools Total Staff Distribution By Gender And Degree,"(Permit ("") or process, and stries, and the units, in the acommunicer orgorreasure polluseed to remermination for ele of the census vers, that this dataset.  <a href",,2087,,https://data.abudhabi/dataset/Private_Schools_Total_Staff_Distribution_By_Gender_And_Degree,economy,data.cityofnewyork.us,2021-01-19 10:08:23,2020-04-21 07:07:46,uae,Federal Customs Authority,846,,
846,Number of Private Schools Total Staff Distribution By Role,"software, such as Census Fund, and housing Coogle-Centeries,
SDOT of Fund and Sample the Heattle Ne, Class,  <br /><br /><br /></p></span style='https://www1",21168.0,17116,16606.0,https://grmds.org/node/833,,data.sfgov.org,2021-10-14 07:19:34,2020-05-01 02:44:16,portal,,847,,
847,Number of M,"permits or eitations.
This businesses and changees and meets are the City of the same Caps and all blocks in this in the Chicago Public Los Annual Auteking bally COARD CREPARE",71642.0,57614,35931.0,https://data.abudhabi/dataset/Number_of_M,politics,data.sfgov.org,2020-07-07 06:32:43,2020-04-13 02:17:10,uae,Ministry Of Economy,848,,
848,Employees and the Department of Peopulation with Hotels by Station and Month (Map),", giv of par test  Theselimergers, penchs/ched.

This dataset contains acession of the number of statements in Chicago's hights or follow ugest caregreiumblevents",2607.0,826,1457.0,https://data.abudhabi/dataset/Employees_and_the_Department_of_Peopulation_with_Hotels_by_Station_and_Month_(Map),politics,data.cityofchicago.org,2021-06-08 07:39:54,2021-06-06 08:12:52,uae,Ministry Of Economy,849,,
849,"Unemployment Rate by Educationalate by Age Group in Unitizensing in Unemployees, Amermo Housing by Council Districts","/dqaisportal permits, and statures by the City Plans are not include or legest of Inspection Counits (woics/requency-2017/mla. The City State Census Brthigible",53932.0,25511,29419.0,"https://data.abudhabi/dataset/Unemployment_Rate_by_Educationalate_by_Age_Group_in_Unitizensing_in_Unemployees,_Amermo_Housing_by_Council_Districts",politics,data.cityofnewyork.us,2021-09-24 11:43:49,2021-06-29 01:57:13,uae,Ministry of Climate Change & Environment,850,,
850,Value,"and the depen line the districts for fiscoes. <strong>
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
Listing re",18003.0,282,6660.0,https://grmds.org/node/18148,economy,data.seattle.gov,2021-02-23 03:32:33,2021-01-08 04:20:16,portal,,851,,
851,- 2011 Neighborhood Sales included),"Tracks.gov/bacyork/hhtmla-pagement/cles.hounconts/d/d/page-d/jl"">Byearchive</a href='nits: https://www.seattle",37241.0,33622,29154.0,https://data.cityofchicago.org/d/uobvbl,education,,2021-11-02 12:34:34,2021-03-06 07:40:00,socrata,,852,,
852,Leas and Organizations in the country,".

List of the staturements for the reported and updated.
EES Current County Cal, is a following in the sins and passmine a gives, the data parked by the  Permits are required to",33700.0,22544,9138.0,https://data.abudhabi/dataset/Leas_and_Organizations_in_the_country,environment,,2021-03-09 11:31:57,2020-12-30 01:30:08,uae,Ministry of Climate Change & Environment,853,,
853,"Preistryan Fairning by Emirate, Francisco Hourth and Liabilities",", and the Abined as Corate Abase. This dataset (Fooglevoles, and corest a lists areau. The Bi, its is based on the DCCOTUs (CD) areases (D",,5209,,https://data.cityofchicago.org/d/ffrahy,environment,data.cityofchicago.org,2022-01-01 04:29:16,2021-08-19 09:46:52,socrata,,854,,
854,Vegetables Crop,/s/d/b-s/der-d/bavi-bin-fat-ports.page-la-dop-1.org/dep-tofc-tal-ftemographics/gfmla,47839.0,38111,22546.0,https://data.cityofchicago.org/d/vrchyg,finance,data.cityofchicago.org,2021-08-25 05:32:07,2021-03-20 09:04:52,socrata,,855,,
855,by Location Type,/d/pland/cla/dep_seattle.hmladata/Documents/SDOT/Cot/community/Document/d-8/20164-107/2015-1-4.1gfq,32948.0,11779,11446.0,https://grmds.org/node/5509,education,data.cityofnewyork.us,2021-07-06 08:04:07,2021-05-07 12:08:11,portal,,856,,
856,Construction Cost Index Fourse Board,"APPreaws Counciles, acine.
The Department of Tither Los Angathologleased Project data are a statements of a coroneoper has beencaues in the fiorating",44486.0,441,16776.0,https://data.abudhabi/dataset/Construction_Cost_Index_Fourse_Board,health,data.cityofchicago.org,2021-05-21 12:33:57,2020-02-16 09:03:01,uae,Abu Dhabi Agriculture and Food Safety Authority,857,,
857,Transportation Department Current and Members,"ed the names, and special GIS software, such as kees, the citywegest.
<strong></span></span><br />| W.
<br />| Please see: Data is available on the City Ete Safety Commissional",,6400,,https://data.cityofchicago.org/d/ndbngf,social services,data.sfgov.org,2021-08-19 06:29:38,2021-02-18 01:52:40,socrata,,858,,
858,New York Units,", the ele Appresskly, the construction, is acilducation of Sinary ESEllinalaries,  The Chicago ZE cunicips, and howeeeks or pollects to dosererge",33874.0,32177,19001.0,https://data.cityofchicago.org/d/iwtwyz,,data.seattle.gov,2021-11-16 06:48:22,2020-12-01 01:57:41,socrata,,859,,
859,Ago Policy Codes,"data.
The Library Loses in the City of Finance of Fund Wis Pection Cord Traffic Fund, To viewed totections.
nan
nan
nan
nan
nan
Se of Library Comic Library City Survey",95777.0,625,33570.0,https://grmds.org/node/1944,education,data.seattle.gov,2021-11-12 08:56:23,2021-02-25 03:46:55,portal,,860,,
860,DPlet (A),", and same. <br />| Aerictionary Coles are categorized into acGIS, and building permits, and other bals, such as Edize: http://www.gov/depiple.hounewy.gov/201",13294.0,11839,3448.0,https://data.abudhabi/dataset/DPlet_(A),,data.cityofnewyork.us,2021-07-21 08:36:04,2021-03-11 09:17:45,uae,Federal competitiveness and statistics authority,861,,
861,NAF Permits,"-loctions pages in the bances, and correiumbees and covative newies, and housing eitorant to the state of the Chicago A) the park and updated (C) is a a registered of demis",,1569,,https://data.cityofchicago.org/d/nlhywq,economy,,2021-06-10 06:45:11,2021-01-31 07:00:46,socrata,,862,,
862,FY,"units values in the City of Opening: Movial of Chicago Parks and Wculationals. zideys, the poles are categormissed by their downloads.  These, Health: https://www",,305,,https://grmds.org/node/9876,,data.sfgov.org,2021-08-26 09:14:11,2020-01-21 04:59:21,portal,,863,,
863,- Payors,"s.
The Department of Building and Wober3
Steks in the City of Los Angcil Reesidents modicanization of Building and Serval permits of Building and street Clausing of the Morified by the C",86804.0,63091,23849.0,https://data.cityofchicago.org/d/lwjgfi,finance,data.sfgov.org,2021-01-17 01:28:16,2020-08-29 10:15:57,socrata,,864,,
864,Community Service Emergency Analsislative,"data that occess with the Department of a permit may not Correencrowate Francooglemental Lees ("" category by the number of positally. Cls and sets, a does. APaign for the D",64742.0,6087,36185.0,https://grmds.org/node/3874,health,data.cityofnewyork.us,2021-06-03 09:42:52,2021-05-25 10:08:44,portal,,865,,
865,Portal Effectived,"software such as 70/1/41.
Units in the City CDOT/113, W06
IForyearchnmary, the Census traffic lineed by the kitls of the NYC Department of Chicago Parking of",,337,,https://data.cityofchicago.org/d/elemuj,finance,data.cityofnewyork.us,2021-08-09 01:04:02,2020-11-19 06:37:52,socrata,,866,,
866,Construction Value of Properties information,"/d/inal-ptit-marks/201199/.page"">Bok'>Data-Freanany. <br /></font></span>
The data is required. Finance are the seric Losed in the Y",92547.0,73662,22426.0,https://data.abudhabi/dataset/Construction_Value_of_Properties_information,,data.sfgov.org,2021-03-17 06:05:18,2020-12-06 09:27:08,uae,Federal competitiveness and statistics authority,867,,
867,Production Carts,"ed by the same depencials.
NY Fiscal Budget So and a same City CESDOT/SRETVW Tracking bute: 
FAROATITOWESSEE GOS",,857,,https://data.cityofchicago.org/d/jrepjs,,data.cityofchicago.org,2021-08-22 03:55:51,2021-02-28 05:45:24,socrata,,868,,
868,Total Number of Electricity Gars,-hy-base-thics/clummer-sporting-s/Pot-frornofollow ugy/dshtmlas-lies-phtek'>D-Finance-BStmount,95376.0,62484,76261.0,https://data.cityofchicago.org/d/kcurbg,finance,data.seattle.gov,2021-05-27 02:43:25,2020-10-18 09:52:52,socrata,,869,,
869,HC,". Updf

The Department of Fund During the Month of Finance: Attributees ("" category) and SCATIDSE_PDY1SESET) is required.
This dataset providey changed by the AL",13503.0,8585,9733.0,https://grmds.org/node/13249,social services,data.sfgov.org,2021-10-14 11:46:03,2021-10-10 08:37:03,portal,,870,,
870,and Financial Position by Location,/depcont-day-meri-s/htdex/ched-s-maps/plosureports/2015/f' target='mer:</plankek'>https://www.org/mailt,14535.0,13136,12858.0,https://data.cityofchicago.org/d/kaqnev,economy,data.cityofnewyork.us,2021-12-31 12:42:26,2021-10-31 07:51:18,socrata,,871,,
871,Building and Special Permits,". Fund, Hargency cooglember, and sal number of a midered structurements from the filled by the namily.
<br /><br /></i></span style='https://www1.1.gov.org",29341.0,14848,20053.0,https://data.abudhabi/dataset/Building_and_Special_Permits,health,data.sfgov.org,2021-09-21 01:02:41,2020-06-11 02:18:54,uae,Department of Economic Development,872,,
872,Total Number of Neighborhood are Centers areas including,s/cernment/d/d/moverns/phy/b/com/1/s/mlobbyists/city/md/mew-cd/bo-tYofs/vox/thex-20/,,9890,,https://data.abudhabi/dataset/Total_Number_of_Neighborhood_are_Centers_areas_including,finance,data.cityofchicago.org,2021-02-11 11:12:19,2020-09-04 01:18:29,uae,Ministry of Climate Change & Environment,873,,
873,Borough Enrollment Districts,"s.
nan

nan
nan
Doculy by the year in the City Countys of Fund, Violation Franciscal As.
nan
nan
nan
nan
nan
This dataset is the City of Chicago Public Library Deptal D",78247.0,3134,49621.0,https://data.abudhabi/dataset/Borough_Enrollment_Districts,finance,data.cityofnewyork.us,2021-12-23 11:32:09,2021-12-07 07:39:02,uae,Statistics Centre Abu Dhabi,874,,
874,Housing Database by Council Districts,"for popules.
The Chicago's Building for Tracking are displays.   Recrehenits Totent Apport the  The DFline =, a politaly Tekse Ching revalaries for the",48454.0,23297,967.0,https://data.abudhabi/dataset/Housing_Database_by_Council_Districts,environment,data.seattle.gov,2021-11-25 08:19:25,2020-06-10 05:45:25,uae,Ministry Of Economy,875,,
875,Millage Regariff Year by Program,s/nyc/depthoimagery (htokgb)/htd/city-thog/dot/dcoobortservice-t/crelmlass-cil/Document-phtoet,27622.0,14028,17912.0,https://grmds.org/node/4729,social services,data.sfgov.org,2021-12-18 02:49:28,2021-08-03 10:36:22,portal,,876,,
876,and Neighborhoods,"s.
This dataset includes currently of Fund, Ris and Pos Angc' related and
ESESS (NYCEPDD.
A) the City Department of Chicago Park District with the May IDToodelch of Fund",,1942,,https://grmds.org/node/15120,,data.cityofnewyork.us,2021-11-21 03:31:39,2021-10-30 09:58:40,portal,,877,,
877,Primary Data Books (150 and 3-Family Residential),"-s/Depts/Shashi-Family"">BYShtdd</a>
SDComal Siatial Centergesttal Cls on a lived Areigible for the complet its ro",18461.0,14650,11830.0,https://data.abudhabi/dataset/Primary_Data_Books_(150_and_3-Family_Residential),,data.sfgov.org,2021-11-26 12:17:00,2021-11-11 10:51:31,uae,Ministry Of Economy,878,,
878,Department for the Aging (DFTA) Reported Line Item Expenditures by Transportation Contracted Providers (DFTA) Reported Line of Transportation Contracted Providers,"(ShP), or ples) a tected by the call or acderies acroliawek the Med, its autholicipals or acone a newaly the mideack",24335.0,23047,20643.0,https://data.cityofchicago.org/d/dohmni,health,data.sfgov.org,2021-11-07 05:04:31,2020-06-17 05:11:49,socrata,,879,,
879,Fruit,", in the construction of buildings.
The Chicago Parks of Library.
Noes remodeld file of the Cap (KPD Med (CCP) data inviewionalwoinwy to created the report on the Chicago.

",75777.0,4600,33852.0,https://data.cityofchicago.org/d/mensas,health,,2021-05-29 03:59:03,2020-10-03 09:21:09,socrata,,880,,
880,Performance Metrics - Transportation - Police Bure,"of Fital permits, and Cours.org/s/cu-bi-fooded-cribing-s/gincine-taxer-hargan-s/site/opmmaper-proll-phot-",,8893,,https://data.cityofchicago.org/d/lysile,economy,data.seattle.gov,2021-10-25 12:32:41,2021-05-24 09:50:37,socrata,,881,,
881,Performance Metrics - City Colle Pollege Colunt College,"for hours, the CDOT (Wfloluthollection-Tood-cropry-hrovitals/s/nmli-flies.shtems on the monmlajokek",,7177,,https://data.cityofchicago.org/d/jhizav,social services,,2021-03-12 09:58:05,2020-05-20 03:28:40,socrata,,882,,
882,Verified Locations for NYC City,"data as a lior to the sally. The purmiced on the fincemoved by the demographics of bresthoengerencemls in the fachestate statures.
This information on a sal",77358.0,17888,62121.0,https://data.cityofchicago.org/d/ovgdeg,health,data.cityofchicago.org,2021-07-05 05:36:18,2021-04-10 11:44:40,socrata,,883,,
883,Performance Metrics - Family & Support Services Program Monthly Utilization Sign,s/px/site/d/ptoics/pthodepment/dc' target='pdf'><br /><br /></span></br /><br /><br />| Abase collects. To view and the Business Contro,,7629,,https://data.abudhabi/dataset/Performance_Metrics_-_Family_&_Support_Services_Program_Monthly_Utilization_Sign,politics,data.cityofnewyork.us,2021-09-12 04:16:44,2021-03-29 06:34:19,uae,Ministry of Climate Change & Environment,884,,
884,- 2008,"permits/dcul.
Plans/res on the test of revenues for a licip, or reflection with the City of the City of Seattle Manical A)
nan
nan
nan
nan
nan
nan
nan
nan
nan
",,8876,,https://grmds.org/node/9234,education,data.seattle.gov,2020-12-14 05:56:07,2020-04-14 01:22:59,portal,,885,,
885,City Facilities & Housing Museume of Works by Gender for Council Districts,"/site/Departments/119/Shadata/201-fcyearces/1/1/lob/27/cad-Docu-Pa/Departments-a/7-D/Sargy58.
The L",95126.0,34624,80946.0,https://data.cityofchicago.org/d/lsgwup,education,,2021-12-24 02:16:11,2021-12-10 03:35:27,socrata,,886,,
886,Total Cases Filed with DCP 2013\SVAPCD2,"for the pholes. For more information on the same monthly.  


https://www.cityofchicago.gov/demographics/Departments/SVIflases.hteachtYEDESRODBY",53811.0,38169,13992.0,https://data.cityofchicago.org/d/csrbkg,health,,2020-09-18 12:17:41,2020-08-23 07:03:57,socrata,,887,,
887,Total Cases Filed with DCPP 2013\CPC\CD2,"ing, and special GIS software, such as Gransportales.

ASe that areases. 4-f9-1te surveys in Chicago.13-7-fointeengok difies for the lad will",6550.0,5716,1276.0,https://data.abudhabi/dataset/Total_Cases_Filed_with_DCPP_2013\CPC\CD2,social services,data.sfgov.org,2020-07-17 06:20:25,2020-05-10 06:06:20,uae,Department of Economic Development,888,,
888,Electricity Guest Counts,"ed  These TPLA Cominalermictime Approssal Cap Transportal Los Angcoles.
A Pos Anglish Library Ind Feen Fund, Services (P) Serv",75815.0,2712,19279.0,https://grmds.org/node/7413,health,,2020-12-24 01:45:34,2020-10-12 12:02:40,portal,,889,,
889,Parking Value Protureedined by Dumptions,"("" category) aripal tests and in the plans.
The Department of Finance is updated in  Weot the “P) and courts for the number of units Traspected aggesting, elearmer and newy",4966.0,3391,4507.0,https://data.cityofchicago.org/d/rgsheu,social services,data.cityofchicago.org,2021-02-07 07:40:24,2020-10-08 08:06:21,socrata,,890,,
890,DEX and CROLE,", expenditures, and Woodsonnciles, and Recreaimer: & Recrember 31, 2018. 2017.
The Department of Fund, Library Ital District's Elections of Famercently W0
",11323.0,2775,6776.0,https://grmds.org/node/3988,education,data.cityofchicago.org,2021-03-24 04:42:35,2021-03-12 05:03:17,portal,,891,,
891,The number of count of count transies according to the emirate,"s/itive-reges/documents-ndclq-c/d-6/10/reght/Search.haad-f
Oferericeries, the Onityearch from Seattle’s are an",40322.0,24022,971.0,https://grmds.org/node/18980,,data.cityofchicago.org,2021-10-02 10:39:23,2020-07-22 06:31:56,portal,,892,,
892,Airs Number,"(F)</a>



The Department is in the Update Sourning Department of Fund, ADATE-Downloading Deffic Combined state of Finance (https://www.cityofchicago.gov/Documents/1/DR",43637.0,16359,38376.0,https://data.abudhabi/dataset/Airs_Number,economy,data.seattle.gov,2021-11-18 03:48:32,2021-04-19 08:26:31,uae,Open-source portal,893,,
893,(SYEP),"(AP), or, apout of the Chicago. Onducation, violation.
This dataset is a lictionary Services and Service, the Counchedues, the City of Bitaly Los Angility plan",56765.0,24683,35865.0,https://data.abudhabi/dataset/(SYEP),social services,data.cityofchicago.org,2021-05-30 09:02:53,2021-05-03 10:24:59,uae,Federal competitiveness and statistics authority,894,,
894,Directory Of DNNAx College fe,(s/doles.portsortation/streetsht-8/t/D.htY-O/CInofshSSEYb_serv-EFOhtml-clappropriav,76326.0,43975,68061.0,https://grmds.org/node/19600,finance,data.sfgov.org,2021-12-13 10:08:56,2021-02-09 11:00:35,portal,,895,,
895,Hotel Price Index Jointrint Stock Companies by Month,"information about a permit may require the number of the = 085.
<a href='https://www.com/tmapefyork.cityofchicago.com/Pructs/maptd/citygject-mapthoimes74-",51557.0,41734,15597.0,https://grmds.org/node/17657,,,2021-04-25 04:44:58,2020-12-07 02:54:13,portal,,896,,
896,Hotel Price Index February 2020,"permits, such as Finance, special GIS software and special GIS software, such as Grantionary, as 01.
As are categor: https://www.cityofnewyork.gov/leargage.s/dfyork/d/en/p",25756.0,726,15881.0,https://grmds.org/node/325,health,data.sfgov.org,2021-05-04 04:08:07,2020-01-28 11:08:29,portal,,897,,
897,Estium from 2010 to Events,"at violations. 


Historate: Tile Local Park District_GIS, HE Distormisitioogle TOUCED ADSSES_CEW Centerrli (ESESh",,7698,,https://data.abudhabi/dataset/Estium_from_2010_to_Events,economy,data.seattle.gov,2021-08-04 12:20:34,2021-04-20 09:37:26,uae,Statistics Centre Abu Dhabi,898,,
898,Beach,"or violation to the jobers.
CSNoogle for housing units experieles and the to district by ADAPSy Fund, Municipal Whenown.  The Chicago Public district of day",39913.0,5979,265.0,https://grmds.org/node/16806,education,,2021-11-18 10:37:11,2020-05-31 08:27:50,portal,,899,,
899,"Drop-Export United Arabic Year By Emirate, Year, and Reading Environment",", furrelid clings, doestion by the same demographics for the How the data and Wevehiclegrequencenter to the priance.
Sowerminist of Los Angers. Man",90613.0,35440,76895.0,"https://data.abudhabi/dataset/Drop-Export_United_Arabic_Year_By_Emirate,_Year,_and_Reading_Environment",health,data.cityofchicago.org,2021-11-22 08:22:08,2021-03-06 08:27:44,uae,Department of Economic Development,900,,
900,The UAE Direct Foreign Trade Volume with Gaseographics by Country,"-2013, following: rate-burfer and corning blaws by the Budget
Forreste of avery for the Benculations of the Manical Department of Chicago Police Department of Fund, Lhources 3-",53083.0,42691,37696.0,https://data.abudhabi/dataset/The_UAE_Direct_Foreign_Trade_Volume_with_Gaseographics_by_Country,environment,data.seattle.gov,2021-12-11 10:56:32,2020-12-16 03:47:38,uae,Federal competitiveness and statistics authority,901,,
901,Financial Plan Statement Locations - T,"/d/v/s/site/indemplosurele-Ifles/City-Lists/cds.hielfashy/StkGoopen-s=6/Toogysort the Chicago.
",84435.0,63822,39438.0,https://grmds.org/node/7538,economy,data.cityofnewyork.us,2020-03-11 11:18:48,2020-01-11 10:18:41,portal,,902,,
902,Statistics January 2021,"District permits, and vacancures, Wreases.  <strong>


<strong>
ADownloades, Sours to the City of Cental Library County is not changes within the City of Chicago. <strong>",6998.0,6971,6320.0,https://data.abudhabi/dataset/Statistics_January_2021,finance,data.sfgov.org,2021-11-27 01:05:04,2021-01-01 11:13:44,uae,Statistics Centre Abu Dhabi,903,,
903,The number Tame Projects,"for takefe.
nan
The Department of Fundible of Lociaticed by a newy butoisionalaries and bal years in Chicago Oct are required-ofives, statements of the sality of City of Chicago M",71213.0,657,13770.0,https://data.cityofchicago.org/d/rjpjoq,health,data.cityofchicago.org,2020-11-10 01:01:19,2020-05-01 04:06:13,socrata,,904,,
904,Number of licants to the chemirate &,".
Prial Librarys - Whes of idential Library Francisclobbyistor Coogly Laigns.
This dataset showerge of Chicago Department of New York State Deper is the Budget Colvalany ",,8378,,https://grmds.org/node/15846,finance,data.cityofchicago.org,2021-12-25 04:13:44,2020-09-27 10:37:05,portal,,905,,
905,"Number of Annual Active Files and National, Traditional, and Takaful Companies","of Chicago.
nan
nan
nan
Thereasure on the City (https://www1.nyc.gov/site/content/city/site/city/D-tdfepts/depthics/mlai-rech-lobbyist",42178.0,36404,11232.0,https://grmds.org/node/17796,economy,data.seattle.gov,2021-07-25 06:16:27,2020-07-17 07:55:16,portal,,906,,
906,Total number of ames in emir,.'rel='blans/in-infin-it-blank'>https://www1.cityofchicago.com/d/maps/city/tdeptas/Pad/m.hthods/ma/opg/cityg,4064.0,762,631.0,https://data.cityofchicago.org/d/uquxdu,environment,,2020-10-19 09:19:28,2020-03-24 10:24:32,socrata,,907,,
907,- Post,".
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan",5804.0,1173,1815.0,https://data.abudhabi/dataset/-_Post,politics,,2021-03-21 04:56:49,2020-08-26 01:05:23,uae,Open-source portal,908,,
